id,name,lat,lon,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000155,이도이동 무료 주차장,33.49023692,126.5354769,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000156,이도이동 무료 주차장,33.49038356,126.5364428,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000157,이도이동 무료 주차장,33.48884636,126.5360598,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000158,이도이동 무료 주차장,33.48929222,126.5379353,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000159,이도이동 무료 주차장,33.48657445,126.5375936,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000160,이도이동 무료 주차장,33.48840668,126.5385312,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000161,이도이동 무료 주차장,33.49171076,126.5381314,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000162,이도이동 무료 주차장,33.49273618,126.5386953,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000163,이도이동 무료 주차장,33.4911772,126.5410564,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000164,이도2동 중앙,33.4891129,126.5403163,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000165,이도이동 무료 주차장,33.4905737,126.5426375,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000166,이도이동 무료 주차장,33.4904315,126.542812,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000167,아라동 무료 주차장,33.4929127,126.5414362,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000168,아라동 무료 주차장,33.49198523,126.5423018,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000170,아라동 무료 주차장,33.49270897,126.5432796,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000171,이도이동 무료 주차장,33.49458582,126.5426457,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000172,아라동 무료 주차장,33.49163916,126.544309,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000173,이도이동 무료 주차장,33.49478575,126.545085,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000174,이도이동 무료 주차장,33.4939987,126.5456254,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000175,이도이동 무료 주차장,33.4943981,126.5473942,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000176,용담이동 무료 주차장,33.5048175,126.510673,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000177,삼도일동 무료 주차장,33.50412432,126.5160227,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000178,화북동 무료 주차장,33.52307753,126.5644503,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000179,일도이동 무료 주차장,33.50999575,126.5305919,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000180,삼양동 무료 주차장,33.52282452,126.5863704,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000181,건입동 무료 주차장,33.5148549,126.5343738,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000182,화북동 무료 주차장,33.52500429,126.5642247,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000183,원노형 푸른 제3 공영주차장,33.47918643,126.4817187,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000184,일도이동 무료 주차장,33.51263712,126.5366713,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000185,화북동 무료 주차장,33.50836251,126.5612276,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000186,모로왓 제2 공영주차장,33.51129653,126.5437973,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000187,오라동 무료 주차장,33.48953081,126.5125054,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000188,일도이동 무료 주차장,33.49945666,126.5466857,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000189,일도이동 무료 주차장,33.50736212,126.530763,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000190,이도이동 무료 주차장,33.4980277,126.5263841,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000191,삼도이동 무료 주차장,33.51657014,126.5171235,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000192,일도이동 무료 주차장,33.4994758,126.5494403,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000193,용담이동 무료 주차장,33.51166204,126.5122363,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000194,이도일동 무료 주차장,33.5073647,126.5254059,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000195,이도이동 무료 주차장,33.497466,126.5256513,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000196,일도이동 무료 주차장,33.51231847,126.5339242,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000197,이도이동 무료 주차장,33.49703931,126.5512133,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000198,이도일동 무료 주차장,33.50781956,126.5265067,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000199,용담일동 무료 주차장,33.50627408,126.512596,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000200,건입동 무료 주차장,33.5159603,126.5328047,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000201,이도이동 무료 주차장,33.49999003,126.538369,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000202,일도이동 무료 주차장,33.49998666,126.5472902,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000203,용담이동 무료 주차장,33.50056573,126.4967776,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000204,화북동 무료 주차장,33.52343887,126.5660697,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000205,일도이동 무료 주차장,33.510393,126.530639,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000206,일도이동 무료 주차장,33.51026652,126.5328784,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000207,이도이동 무료 주차장,33.49612952,126.5366906,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000208,용담이동 무료 주차장,33.50262583,126.5046087,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000209,삼도일동 무료 주차장,33.50418586,126.5173992,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000210,초남 공영주차장,33.48416157,126.4786517,,,,,,,,,,,,,,,,,,,,,,,,,,,
