"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000227,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6159,47,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47235707,126.5506987,2021-08-18
405-2-000228,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6140-4,77,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47034482,126.546698,2021-08-18
405-2-000229,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6068-9,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4711937,126.5429724,2021-08-18
405-2-000230,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6061,19,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47120691,126.5402612,2021-08-18
405-2-000231,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6064-4,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.46950226,126.5425059,2021-08-18
405-2-000232,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6083-3,48,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47220713,126.5440528,2021-08-18
405-2-000233,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6075-6,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47033322,126.5441701,2021-08-18
405-2-000234,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6103-6,37,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47632366,126.5449898,2021-08-18
405-2-000235,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1292-10,20,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50462991,126.5266683,2021-08-18
405-2-000236,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 132-14,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51357646,126.5391095,2021-08-18
405-2-000237,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 709-4,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5144338,126.5391812,2021-08-18
405-2-000238,봉개동 무료 주차장,공영,노외,,제주특별자치도 제주시 회천동 3262-3외3,31,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48450209,126.6074357,2021-08-18
405-2-000239,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 1042-7,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51607384,126.5360538,2021-08-18
405-2-000240,용담일동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담일동 244-1,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50926078,126.5135566,2021-08-18
405-2-000241,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 709-2,13,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.514536,126.5394378,2021-08-18
405-2-000242,삼도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도일동 533-9,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50145306,126.5195765,2021-08-18
405-2-000243,용담일동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담일동 244-1,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50926078,126.5135566,2021-08-18
405-2-000244,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 709-2,13,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.514536,126.5394378,2021-08-18
405-2-000245,삼도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도일동 533-9,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50145306,126.5195765,2021-08-18
405-2-000246,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1555-25,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50880872,126.5270496,2021-08-18
405-2-000247,봉개동 무료 주차장,공영,노외,,제주특별자치도 제주시 봉개동 1854-1,40,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49045122,126.5953214,2021-08-18
405-2-000248,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북이동 3645-4,48,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51173226,126.5610427,2021-08-18
405-2-000249,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북이동 3645-6,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5119004,126.5607709,2021-08-18
405-2-000250,봉개동 무료 주차장,공영,노외,,제주특별자치도 제주시 봉개동 1853-1,56,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49056195,126.5955455,2021-08-18
405-2-000251,도두동 무료 주차장,공영,노외,,제주특별자치도 제주시 도두일동 1987-2,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50282923,126.4680912,2021-08-18
405-2-000252,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 1190-1,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51500978,126.5307009,2021-08-18
405-2-000253,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 984-3,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51263712,126.5366713,2021-08-18
405-2-000254,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1352-1,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.55778337,126.748646,2021-08-18
405-2-000255,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1500-5,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52618605,126.8572998,2021-08-18
405-2-000256,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 평대리 3351,70,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52496519,126.8530852,2021-08-18
405-2-000257,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 3641-1,69,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52689046,126.8562701,2021-08-18
405-2-000258,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 492,79,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.55840232,126.7627013,2021-08-18
405-2-000259,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 월정리 648-3,9,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.55760631,126.7944593,2021-08-18
405-2-000260,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 3341-3,135,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52829701,126.7698688,2021-08-18
405-2-000261,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 하도리 3204-1,115,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52411965,126.8640765,2021-08-18
405-2-000262,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 평대리 3164-1,70,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.491229,126.8102483,2021-08-18
405-2-000263,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀2리 1892-1,23,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.479628,126.4033243,2021-08-18
405-2-000264,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 애월리 2060-2,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.46511037,126.316515,2021-08-18
405-2-000265,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 상귀리 1008-1,30,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.45259081,126.4090892,2021-08-18
405-2-000266,한림읍 무료 주차장,공영,노외,,제주특별자치도 제주시 한림읍 금능리 1428,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.38926929,126.2320651,2021-08-18
405-2-000267,한림읍 무료 주차장,공영,노외,,제주특별자치도 제주시 한림읍 금능리 2016,100,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.39100169,126.2378283,2021-08-18
405-2-000268,우도면 무료 주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 611-1,36,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50935083,126.9617935,2021-08-18
405-2-000269,우도면 무료 주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 317-1,24,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49853501,126.9676478,2021-08-18
405-2-000270,우도면 무료 주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 682-1,25,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5122528,126.9594878,2021-08-18
405-2-000271,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 신촌리 2542-1,7,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.53464472,126.6159777,2021-08-18
405-2-000272,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 조천리 2714-5,150,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54193876,126.6343994,2021-08-18
405-2-000273,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 921-3,7,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.53831185,126.6676081,2021-08-18
405-2-000274,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 1002-83,223,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54133227,126.6692952,2021-08-18
405-2-000275,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 1269-9,145,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54240429,126.6662095,2021-08-18
405-2-000276,추자면 무료 주차장,공영,노외,,제주특별자치도 제주시 추자면 대서리 4-21,23,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.9623854,126.297799,2021-08-18
405-2-000277,추자면 무료 주차장,공영,노외,,제주특별자치도 제주시 추자면 신양리 434-10,30,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.94540781,126.3278717,2021-08-18
405-2-000278,한경면 무료 주차장,공영,노외,,제주특별자치도 제주시 한경면 신창리 232-2,20,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.34946861,126.1847022,2021-08-18
405-2-000279,우도면 무료 주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 1457,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50797991,126.9537438,2021-08-18
405-2-000280,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 조천리 1157,41,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54103129,126.6407252,2021-08-18
405-2-000281,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 972-7,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54025239,126.667962,2021-08-18
405-2-000282,한경면 무료 주차장,공영,노외,,제주특별자치도 제주시 한경면 저리지 2114-63,60,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.32627393,126.2096898,2021-08-18
405-2-000283,한림읍 무료 주차장,공영,노외,,제주특별자치도 제주시 한림읍 대림리 1717-2,144,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.42077283,126.2733344,2021-08-18
405-2-000284,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 교래리 산137-24,65,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.3844995,126.6194071,2021-08-18
405-2-000285,한림읍 무료 주차장,공영,노외,,제주특별자치도 제주시 한림읍 한림리 905-35,9,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.41120421,126.268568,2021-08-18
405-2-000286,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 고내리 461-1,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47001976,126.3410863,2021-08-18
405-2-000287,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 149-5,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48621986,126.4197401,2021-08-18
405-2-000288,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 149-3,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48602495,126.4193025,2021-08-18
405-2-000289,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 146-1,18,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48071801,126.4146113,2021-08-18
405-2-000290,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 144-1,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4808982,126.4153073,2021-08-18
405-2-000291,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 123-10,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48634542,126.416155,2021-08-18
405-2-000292,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 118-1,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48319226,126.4170408,2021-08-18
405-2-000293,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 176-3,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48604725,126.413987,2021-08-18
405-2-000294,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 195-2,15,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48494369,126.4129958,2021-08-18
405-2-000295,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 197-7,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48372425,126.4128136,2021-08-18
405-2-000296,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 235-4,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48198755,126.4130711,2021-08-18
405-2-000297,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 238-4,19,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48146689,126.4139521,2021-08-18
405-2-000298,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 165-4,29,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48122043,126.4144192,2021-08-18
405-2-000299,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 162-1,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48510206,126.4155105,2021-08-18
405-2-000300,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 160-4,7,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48323786,126.4149635,2021-08-18
405-2-000301,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 200-3,17,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48365786,126.4141941,2021-08-18
405-2-000302,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 158-2,19,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48388917,126.4151345,2021-08-18
405-2-000303,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 156-5,9,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48447584,126.4165978,2021-08-18
405-2-000304,애월읍 무료 주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 155-10,9,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48440922,126.4170294,2021-08-18
405-2-000305,한림읍 무료 주차장,공영,노외,,제주특별자치도 제주시 한림읍 한림리 1304-10,31,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.41574331,126.2656506,2021-08-18
405-2-000306,한림읍 무료 주차장,공영,노외,,제주특별자치도 제주시 한림읍 한림리 1389-2,29,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.41297453,126.2623516,2021-08-18
405-2-000307,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 조천리 2489,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.53904875,126.6375263,2021-08-18
405-2-000308,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 조천리 2496,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.53889373,126.6373673,2021-08-18
405-2-000309,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-57,10,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5404772,126.6736364,2021-08-18
405-2-000310,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-24,25,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54247647,126.6725831,2021-08-18
405-2-000311,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 1024-2,20,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54481717,126.6622002,2021-08-18
405-2-000312,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1507-1,89,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52470494,126.8561459,2021-08-18
405-2-000313,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1491-2,63,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52448403,126.8566332,2021-08-18
405-2-000314,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 한동리 2972-1,214,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.540234,126.8168984,2021-08-18
405-2-000315,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-24,25,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54260141,126.6724627,2021-08-18
405-2-000316,조천읍 무료 주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 1024-2,20,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.54481717,126.6622002,2021-08-18
405-2-000317,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1507-1,47,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52470494,126.8561459,2021-08-18
405-2-000318,구좌읍 무료 주차장,공영,노외,,제주특별자치도 제주시 구좌읍 1491-2,43,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51905671,126.8833998,2021-08-18
405-2-000319,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 1227-15,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.516744,126.516913,2021-08-18
405-2-000320,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 774-5,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.505208,126.507003,2021-08-18
405-2-000321,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담삼동 995-1,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.514911,126.504219,2021-08-18
405-2-000322,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 도남동 87-13,19,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49540366,126.5298805,2021-08-18
